 variables = "x","y","v"
 zone i=         203 , j=          81 , f=point
   0.0000000000000000        0.0000000000000000        0.0000000000000000     
  1.23762376237623768E-002   0.0000000000000000        0.0000000000000000     
  2.47524752475247536E-002   0.0000000000000000        0.0000000000000000     
  3.71287128712871339E-002   0.0000000000000000        0.0000000000000000     
  4.95049504950495073E-002   0.0000000000000000        0.0000000000000000     
  6.18811881188118806E-002   0.0000000000000000        0.0000000000000000     
  7.42574257425742540E-002   0.0000000000000000        0.0000000000000000     
  8.66336633663366273E-002   0.0000000000000000        0.0000000000000000     
  9.90099009900990007E-002   0.0000000000000000        0.0000000000000000     
  0.11138613861386137        0.0000000000000000        0.0000000000000000     
  0.12376237623762375        0.0000000000000000        0.0000000000000000     
  0.13613861386138612        0.0000000000000000        0.0000000000000000     
  0.14851485148514851        0.0000000000000000        0.0000000000000000     
  0.16089108910891090        0.0000000000000000        0.0000000000000000     
  0.17326732673267328        0.0000000000000000        0.0000000000000000     
  0.18564356435643567        0.0000000000000000        0.0000000000000000     
  0.19801980198019806        0.0000000000000000        0.0000000000000000     
  0.21039603960396044        0.0000000000000000        0.0000000000000000     
  0.22277227722772283        0.0000000000000000        0.0000000000000000     
  0.23514851485148522        0.0000000000000000        0.0000000000000000     
  0.24752475247524761        0.0000000000000000        0.0000000000000000     
  0.25990099009900997        0.0000000000000000        0.0000000000000000     
  0.27227722772277235        0.0000000000000000        0.0000000000000000     
  0.28465346534653474        0.0000000000000000        0.0000000000000000     
  0.29702970297029713        0.0000000000000000        0.0000000000000000     
  0.30940594059405951        0.0000000000000000        0.0000000000000000     
  0.32178217821782190        0.0000000000000000        0.0000000000000000     
  0.33415841584158429        0.0000000000000000        0.0000000000000000     
  0.34653465346534668        0.0000000000000000        0.0000000000000000     
  0.35891089108910906        0.0000000000000000        0.0000000000000000     
  0.37128712871287145        0.0000000000000000        0.0000000000000000     
  0.38366336633663384        0.0000000000000000        0.0000000000000000     
  0.39603960396039622        0.0000000000000000        0.0000000000000000     
  0.40841584158415861        0.0000000000000000        0.0000000000000000     
  0.42079207920792100        0.0000000000000000        0.0000000000000000     
  0.43316831683168339        0.0000000000000000        0.0000000000000000     
  0.44554455445544577        0.0000000000000000        0.0000000000000000     
  0.45792079207920816        0.0000000000000000        0.0000000000000000     
  0.47029702970297055        0.0000000000000000        0.0000000000000000     
  0.48267326732673294        0.0000000000000000        0.0000000000000000     
  0.49504950495049532        0.0000000000000000        0.0000000000000000     
  0.50742574257425765        0.0000000000000000        0.0000000000000000     
  0.51980198019802004        0.0000000000000000        0.0000000000000000     
  0.53217821782178243        0.0000000000000000        0.0000000000000000     
  0.54455445544554482        0.0000000000000000        0.0000000000000000     
  0.55693069306930720        0.0000000000000000        0.0000000000000000     
  0.56930693069306959        0.0000000000000000        0.0000000000000000     
  0.58168316831683198        0.0000000000000000        0.0000000000000000     
  0.59405940594059436        0.0000000000000000        0.0000000000000000     
  0.60643564356435675        0.0000000000000000        0.0000000000000000     
  0.61881188118811914        0.0000000000000000        0.0000000000000000     
  0.63118811881188153        0.0000000000000000        0.0000000000000000     
  0.64356435643564391        0.0000000000000000        0.0000000000000000     
  0.65594059405940630        0.0000000000000000        0.0000000000000000     
  0.66831683168316869        0.0000000000000000        0.0000000000000000     
